"",CON-,,,DATE,ORIGIN,ACRES BURNED,VEG.,,STRUCTURES,FATALITIES,,,,,
INCIDENT #,TAINED,COUNTY / UNIT,FIRE NAME,START,CONT.,DPA,CAL FIRE,OTHER,TOTAL,TYPE,CAUSE,DEST.,DAM.,FIRE,CIVIL
CAL FIRE INCIDENTS,,,,,,,,,,,,,,,
BDU-002312,100%,INYO,WINTERTON,3/9/11,3/9/11,CALFIRE,395,,395,BG,DEBRIS,0,0,0,0
BDU-002915,100%,INYO,CENTER,3/18/11,3/20/11,CALFIRE,850,,850,G,UNDETERMINED,19,0,0,0
BEU-001593,100%,MONTEREY,METZ,5/12/11,5/14/11,CALFIRE,832,,832,G,OTHER,0,0,0,0
BEU-0001778,100%,MONTEREY,CATTLEMAN,5/29/11,5/29/11,CALFIRE,382,,3 82,G,OTHER,0,0,0,0
SLU-4752 (1),100%,SAN LUIS OBISPO,HIGHWAY,6/24/11,6/24/11,CAL FIRE,387,,387,G,EQUIPMENT,0,0,0,0
TCU-5166,100%,STANISLAUS,EASTMAN,6/24/11,6/24/11,CAL FIRE,330,,3 30,G,OTHER,0,0,0,0
MMU- 9446,100%,MERCED,REST,6/26/11,6/26/11,CAL FIRE,575,,5 75,G,OTHER,0,0,0,0
TUU-000134,100%,TULARE,STAGE,6/27/11,7/2/11,CALFIRE,"1,213",,"1 ,213",T,EQUIPMENT,0,0,0,0
HUU-003190,100%,HUMBOLDT,SPANISH,7/1/11,7/5/11,CALFIRE,498,,4 98,TG,HUMAN,0,0,0,0
SCU-002637,100%,SAN JOAQUIN,CHRISMAN,7/5/11,7/5/11,CALFIRE,400,,4 00,G,EQUIPMENT,0,0,0,0
NEU-0015232,100%,YUBA,KRISTA,7/9/11,7/11/11,CALFIRE,360,,360,BG,EQUIPMENT,0,0,0,0
TUU-0000188,100%,TULARE,GRANITE,7/9/11,7/12/11,CALFIRE,780,,780,G,UNDETERMINED,7,0,0,0
SCU-0002779,100%,ALAMEDA,FLYNN,7/14/11,7/14/11,CALFIRE,500,,500,G,EQUIPMENT,0,0,0,0
MVU-8019,100%,SAN DIEGO,EAGLE,7/21/11,7/29/11,CALFIRE,"14,100",,"1 4,100",TB,INCENDIARY,0,0,0,0
SCU-2885,100%,ALAMEDA,FLYNN,7/21/11,7/22/11,CALFIRE,545,,5 45,G,INCENDIARY,0,0,0,0
MMU-0011070,100%,MERCED,ROMERO,7/23/11,7/23/11,CALFIRE,489,,4 89,G,UNDETERMINED,0,0,0,0
MMU-11070,100%,MERCED,ROMERO,7/23/11,7/23/11,CALFIRE,489,,4 89,G,UNDETERMINE,0,0,0,0
MEU-5340,100%,MENDOCINO,PASS,8/3/11,8/7/11,CALFIRE,616,,6 16,TG,EQUIPMENT,0,0,0,0
RRU-71943,100%,RIVERSIDE,GILMAN,8/6/11,8/7/11,CALFIRE,945,,9 45,G,UNDETERMINE,0,0,0,0
LNU-6369,100%,NAPA,KNOXVILLE,8/13/11,8/15/11,CALFIRE,506,,5 06,B,UNDETERMINE,0,0,0,0
LNU-6823,100%,SOLANO,BEACON,8/27/11,8/27/11,CALFIRE,715,,7 15,GB,UI,0,0,0,0
RRU-79634,100%,RIVERSIDE,KELLER,8/29/11,8/31/11,CALFIRE,450,,458,G,EQUIPMENT,0,0,0,0
BDU-9968,100%,SAN BERNARDINO,HILL,9/2/11,9/8/11,CALFIRE,"1,135",,"1 ,135",T,UNDETERMINE,3,2,0,0
SLU-007086,100%,SAN LUIS OBISPO,SODA,9/3/11,9/4/11,CALFIRE,"1,528",,"1,528",GB,EQUIPMENT,1,0,0,0
TUU-00345,100%,TULARE,ROADRUNNER,9/4/11,9/5/11,CALFIRE,335,,335,T,UNDETERMINED,0,0,0,0
TCU-7982,100%,SQN JOAQUIN,MILTON,9/9/11,9/11/11,CALFIRE,"1,122",,"1 ,122",G,LIGHTNING,0,0,0,0
TUU-368,100%,TULARE,TENNESSEE,9/11/11,9/12/11,CALFIRE,380,,3 80,GB,LIGHTNING,0,0,0,0
BDU-10475,100%,INYO,JOHN,9/13/11,9/16/11,CALFIRE,"5,300",,"5 ,300",B,EQUIPMENT,0,0,0,0
TUU-0000393,100%,TULARE,TUU SEPT.. LIGHTNING,9/23/11,9/25/11,CALFIRE,350,,3 50,G,LIGHTNING,0,0,0,0
MVU-11019,100%,SAN DIEGO,GREAT,10/1/11,10/7/11,CALFIRE,"2,135",,"2 ,135",GB,UNDETERMINED,0,0,0,0
TCU-10455,100%,CALAVERAS/ TOLUMN,BLUE,12/1/11,12/6/11,CALFIRE,735,,735,T,UI,0,0,0,0
"",,CON-,,,DATE,ORIGIN,ACRES BURNED,VEG.,,STRUCTURES,FATALITIES,,,,,
"",INCIDENT #,TAINED,COUNTY / UNIT,FIRE NAME,START,CONT.,DPA,CAL FIRE,OTHER,TOTAL,TYPE,CAUSE,DEST.,DAM.,FIRE,CIVIL
"",OTHER AGENCY INCIDENTS,,,,,,,,,,,,,,,
"",SQF-001234,100%,KERN,COVE,5/27/11,5/31/11,USFS,,"1,122","1 ,122",G,UI,0,0,0,0
"",MDF-0000181,100%,MODOC,COUGAR,6/8/2011,6/13/11,USFS,,"2,000","2,000",T,HUMAN,0,0,0,0
"",KRN-1117159,100%,KERN,IKEA,6/12/11,6/12/11,LOCAL,,640,6 40,G,OTHER,0,0,0,0
"",KRN-017988,100%,KERN,ANTELOPE,6/19/11,6/21/11,LOCAL,,"5,200","5,200",BG,UNDETERMINE,2,0,0,0
"",KRN-1118260,100%,KERN,QUINN,6/21/11,6/22/11,LOCAL,,"3,154","3,154",G,UNDETERMINE,0,0,0,0
"",ORC-045067,100%,ORANGE,CARBON CANYON,7/7/11,7/8/11,LOCAL,,508,508,B,UNDETERMINE,0,0,0,0
"",SQF-002087,100%,TULARE,LION,7/8/11,10/10/11,USFS,,"20,500","20,500",TB,LIGHTNING,0,0,0,0
"",MDF-00324,100%,MODOC,SCORPION COMPLEX,7/15/11,7/18/11,USFS,,"2,945","2,945",TB,UI,0,0,0,0
"",YNP-2558,100%,MARIPOSA,AVALANCHE,7/31/11,10/1/11,NPS,,8 17,8 17,TB,LIGHTNING,0,0,0,0
"",NOD-3546,100%,MODOC,ANNIE,8/18/11,8/21/11,USFS,,"2,076","2 ,076",TB,UI,0,0,0,0
"",KNF-6061,100%,SISKIYOU,ONION,8/19/11,9/10/11,USFS,,562,5 62,T,LIGHTNING,0,0,0,0
"",BDF-012349,100%,SAN BERNARDINO,KEN,8/22/11,8/24/11,USFS,,373,3 73,B,UI,1,0,0,0
"",SNF-2117,100%,MARIPOSA,MOTOR,8/25/11,9/4/11,USFS,,"5,2315,231",B,HUMAN,0,0,0,0,
"",LAC-194624,100%,LOS ANGELES,OASIS,8/27/11,8/30/11,LAC,,355,3 55,B,UI,0,0,0,0
"",CDD-12657,100%,SAN  BERNARDINO,WELLS,8/28/11,8/31/11,USFS,,"1,723","1,723",BG,LIGHTNING,0,0,0,0
"",LPF-002238,100%,SANTA BARBARA,FIGUEROA,9/3/11,9/5/11,LOCAL,,698,6 98,G,UI,0,0,0,0
"",KRN-027244,100%,KERN,CANYON,9/4/11,9/11/11,LOCAL,,"14,585","1 4,585",T,EQUIPMENT,100,0,0,0
"",SQF-3282,100%,TULARE,WILLOWS,9/4/11,9/7/11,USFS,,310,3 10,BG,UI,0,0,0,0
"",LAC-1121525,100%,LOS ANGELES,WAGON WHEEL,9/5/11,9/6/11,LOCAL,,500,5 00,BG,UI,0,0,0,0
"",KRN-27912,100%,KERN,KEENE COMPLEX,9/10/11,9/14/11,LOCAL,,"2,577","2,577",B,LIGHTNING,0,0,0,0
"",KRN-27933,100%,KERN,COMANCHE COMPLEX,9/10/11,9/17/11,LOCAL,,"29,338","2 9,338",BG,LIGHTNING,0,0,0,0
"",KRN-27969,100%,KERN,BRECKENRIDGE COMPLEX,9/10/11,9/17/11,LOCAL,,"25,213","2 5,213",BG,LIGHTNING,0,0,0,0
"",ENF-021563,100%,EL DORADO,LONG,9/13/11,10/1/11,USFS,,483,483,TB,LIGHTNING,0,0,0,0
"",YNP-3619,100%,MARIPOSA,TAMARACK,9/13/11,10/17/11,NPS,,"1,011","1,011",B,LIGHTNING,0,0,0,0
"",STF-3013,100%,TUOLUMNE,BURST COMPLEX,9/15/11,9/15/11,USFS,,508,508,T,LIGHTNING,0,0,0,0
"",ANF-04969,100%,LOS ANGELES,MINT,9/17/11,9/18/11,LOCA L,,634,6 34,GB,UI,0,0,0,0
"",KRN-1129618,100%,KERN,OLD FIRE,9/23/11,9/24/11,LOCAL,,410,4 10,G,LIGHTNING,0,0,0,0
"",KRN-1129619,100%,KERN,65 FIRE,9/23/11,9/23/11,LOCAL,,"2,005","2 ,005",G,LIGHTNING,0,0,0,0
"",SRF-001848,100%,TRINITY,RUTH,9/23/11,9/28/11,USFS,,"1,460","1,460",T,UI,31,0,0,0
